pay_period,pay_date,period_start,period_end,employee_id,full_name,role,filing_status,philly_resident,regular_pay,bonus_pay,gross_pay,ee_401k_deferral,ee_health_premium,fed_income_tax,social_security,medicare,additional_medicare,pa_state_tax,philly_wage_tax,pa_sui_employee,pa_lst,total_employee_taxes,total_pretax_deductions,net_pay,er_social_security,er_medicare,er_futa,er_suta,er_workers_comp,er_401k_safe_harbor,er_health_premium,total_employer_taxes,total_employer_cost
11,2024-05-24,2024-05-10,2024-05-23,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
11,2024-05-24,2024-05-10,2024-05-23,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
11,2024-05-24,2024-05-10,2024-05-23,EMP-014,Catherine Mbeki,Of-Counsel,Single,Yes,8269.23,0.0,8269.23,0.0,95.0,1819.23,512.69,119.9,0.0,253.87,310.1,5.79,2.0,3023.58,95.0,5150.65,512.69,119.9,0.0,0.0,49.62,248.08,285.0,682.21,9484.52
11,2024-05-24,2024-05-10,2024-05-23,EMP-016,Rebecca Tanaka,Paralegal,MFJ,Yes,3538.46,0.0,3538.46,212.31,90.0,432.4,219.38,51.31,0.0,108.63,132.69,2.48,2.0,948.89,302.31,2287.26,219.38,51.31,0.0,0.0,21.23,106.15,270.0,291.92,4206.53
11,2024-05-24,2024-05-10,2024-05-23,EMP-017,Leon Beaumont,Paralegal,MFJ,Yes,3269.23,0.0,3269.23,0.0,216.0,425.0,202.69,47.4,0.0,100.37,122.6,2.29,2.0,902.35,216.0,2150.88,202.69,47.4,0.0,0.0,19.62,98.08,648.0,269.71,4285.02
11,2024-05-24,2024-05-10,2024-05-23,EMP-018,Sofia Delgado,Paralegal,MFJ,No,3000.0,0.0,3000.0,0.0,90.0,390.0,186.0,43.5,0.0,92.1,103.2,2.1,2.0,818.9,90.0,2091.1,186.0,43.5,0.0,0.0,18.0,90.0,270.0,247.5,3607.5
11,2024-05-24,2024-05-10,2024-05-23,EMP-019,Tasha Williams,Legal Assistant,Single,Yes,2615.38,0.0,2615.38,0.0,192.0,287.69,162.15,37.92,0.0,80.29,98.08,1.83,2.0,669.96,192.0,1753.42,162.15,37.92,0.0,0.0,15.69,78.46,576.0,215.76,3485.6
11,2024-05-24,2024-05-10,2024-05-23,EMP-020,Jenna Foster,Legal Assistant,HOH,Yes,2480.77,0.0,2480.77,248.08,80.0,245.6,153.81,35.97,0.0,76.16,93.03,1.74,2.0,608.31,328.08,1544.38,153.81,35.97,0.0,0.0,14.88,74.42,240.0,204.66,2999.85
11,2024-05-24,2024-05-10,2024-05-23,EMP-021,Maria Iglesias,Legal Assistant,Single,Yes,2346.15,0.0,2346.15,140.77,80.0,242.59,145.46,34.02,0.0,72.03,87.98,1.64,2.0,585.72,220.77,1539.66,145.46,34.02,0.0,0.0,14.08,70.38,240.0,193.56,2850.09
11,2024-05-24,2024-05-10,2024-05-23,EMP-022,Devin Russo,Legal Assistant,MFJ,Yes,2230.77,0.0,2230.77,178.46,80.0,225.75,138.31,32.35,0.0,68.48,83.65,1.56,2.0,552.1,258.46,1420.21,138.31,32.35,0.0,0.0,13.38,66.92,240.0,184.04,2721.73
11,2024-05-24,2024-05-10,2024-05-23,EMP-023,Linda Pemberton,Administrative,HOH,Yes,2384.62,0.0,2384.62,0.0,80.0,262.31,147.85,34.58,0.0,73.21,89.42,1.67,2.0,611.04,80.0,1693.58,147.85,34.58,0.0,0.0,14.31,71.54,240.0,196.74,2892.9
11,2024-05-24,2024-05-10,2024-05-23,EMP-024,Karen Yoshida,Administrative,Single,Yes,2000.0,0.0,2000.0,0.0,80.0,220.0,124.0,29.0,0.0,61.4,75.0,1.4,2.0,512.8,80.0,1407.2,124.0,29.0,0.0,0.0,12.0,60.0,240.0,165.0,2465.0
11,2024-05-24,2024-05-10,2024-05-23,EMP-025,Anthony Castellanos,Bookkeeper,Single,Yes,3076.92,0.0,3076.92,0.0,90.0,430.77,190.77,44.62,0.0,94.46,115.38,2.15,2.0,880.15,90.0,2106.77,190.77,44.62,0.0,0.0,18.46,92.31,270.0,253.85,3693.08
12,2024-06-07,2024-05-24,2024-06-06,EMP-009,Nathan Brooks,Associate,Single,Yes,7115.38,0.0,7115.38,0.0,95.0,1423.08,441.15,103.17,0.0,218.44,266.83,4.98,2.0,2459.65,95.0,4560.73,441.15,103.17,0.0,0.0,42.69,213.46,285.0,587.01,8200.85
12,2024-06-07,2024-05-24,2024-06-06,EMP-010,Aiden Park,Associate,Single,Yes,6634.62,0.0,6634.62,0.0,95.0,1326.92,411.35,96.2,0.0,203.68,248.8,4.64,2.0,2293.59,95.0,4246.03,411.35,96.2,0.0,0.0,39.81,199.04,285.0,547.36,7666.02
12,2024-06-07,2024-05-24,2024-06-06,EMP-011,Maya Reyes,Associate,MFJ,Yes,6153.85,0.0,6153.85,0.0,228.0,1230.77,381.54,89.23,0.0,188.92,230.77,4.31,2.0,2127.54,228.0,3798.31,381.54,89.23,0.0,0.0,36.92,184.62,684.0,507.69,7530.16
12,2024-06-07,2024-05-24,2024-06-06,EMP-012,Tomas Aguilar,Associate,MFJ,Yes,5673.08,0.0,5673.08,0.0,228.0,1134.62,351.73,82.26,0.0,174.16,212.74,3.97,2.0,1961.48,228.0,3483.6,351.73,82.26,0.0,0.0,34.04,170.19,684.0,468.03,6995.3
12,2024-06-07,2024-05-24,2024-06-06,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
12,2024-06-07,2024-05-24,2024-06-06,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
12,2024-06-07,2024-05-24,2024-06-06,EMP-014,Catherine Mbeki,Of-Counsel,Single,Yes,8269.23,0.0,8269.23,0.0,95.0,1819.23,512.69,119.9,0.0,253.87,310.1,5.79,2.0,3023.58,95.0,5150.65,512.69,119.9,0.0,0.0,49.62,248.08,285.0,682.21,9484.52
12,2024-06-07,2024-05-24,2024-06-06,EMP-016,Rebecca Tanaka,Paralegal,MFJ,Yes,3538.46,0.0,3538.46,212.31,90.0,432.4,219.38,51.31,0.0,108.63,132.69,2.48,2.0,948.89,302.31,2287.26,219.38,51.31,0.0,0.0,21.23,106.15,270.0,291.92,4206.53
12,2024-06-07,2024-05-24,2024-06-06,EMP-017,Leon Beaumont,Paralegal,MFJ,Yes,3269.23,0.0,3269.23,0.0,216.0,425.0,202.69,47.4,0.0,100.37,122.6,2.29,2.0,902.35,216.0,2150.88,202.69,47.4,0.0,0.0,19.62,98.08,648.0,269.71,4285.02
12,2024-06-07,2024-05-24,2024-06-06,EMP-018,Sofia Delgado,Paralegal,MFJ,No,3000.0,0.0,3000.0,0.0,90.0,390.0,186.0,43.5,0.0,92.1,103.2,2.1,2.0,818.9,90.0,2091.1,186.0,43.5,0.0,0.0,18.0,90.0,270.0,247.5,3607.5
12,2024-06-07,2024-05-24,2024-06-06,EMP-019,Tasha Williams,Legal Assistant,Single,Yes,2615.38,0.0,2615.38,0.0,192.0,287.69,162.15,37.92,0.0,80.29,98.08,1.83,2.0,669.96,192.0,1753.42,162.15,37.92,0.0,0.0,15.69,78.46,576.0,215.76,3485.6
12,2024-06-07,2024-05-24,2024-06-06,EMP-020,Jenna Foster,Legal Assistant,HOH,Yes,2480.77,0.0,2480.77,248.08,80.0,245.6,153.81,35.97,0.0,76.16,93.03,1.74,2.0,608.31,328.08,1544.38,153.81,35.97,0.0,0.0,14.88,74.42,240.0,204.66,2999.85
12,2024-06-07,2024-05-24,2024-06-06,EMP-021,Maria Iglesias,Legal Assistant,Single,Yes,2346.15,0.0,2346.15,140.77,80.0,242.59,145.46,34.02,0.0,72.03,87.98,1.64,2.0,585.72,220.77,1539.66,145.46,34.02,0.0,0.0,14.08,70.38,240.0,193.56,2850.09
12,2024-06-07,2024-05-24,2024-06-06,EMP-022,Devin Russo,Legal Assistant,MFJ,Yes,2230.77,0.0,2230.77,178.46,80.0,225.75,138.31,32.35,0.0,68.48,83.65,1.56,2.0,552.1,258.46,1420.21,138.31,32.35,0.0,0.0,13.38,66.92,240.0,184.04,2721.73
12,2024-06-07,2024-05-24,2024-06-06,EMP-023,Linda Pemberton,Administrative,HOH,Yes,2384.62,0.0,2384.62,0.0,80.0,262.31,147.85,34.58,0.0,73.21,89.42,1.67,2.0,611.04,80.0,1693.58,147.85,34.58,0.0,0.0,14.31,71.54,240.0,196.74,2892.9
12,2024-06-07,2024-05-24,2024-06-06,EMP-024,Karen Yoshida,Administrative,Single,Yes,2000.0,0.0,2000.0,0.0,80.0,220.0,124.0,29.0,0.0,61.4,75.0,1.4,2.0,512.8,80.0,1407.2,124.0,29.0,0.0,0.0,12.0,60.0,240.0,165.0,2465.0
12,2024-06-07,2024-05-24,2024-06-06,EMP-025,Anthony Castellanos,Bookkeeper,Single,Yes,3076.92,0.0,3076.92,0.0,90.0,430.77,190.77,44.62,0.0,94.46,115.38,2.15,2.0,880.15,90.0,2106.77,190.77,44.62,0.0,0.0,18.46,92.31,270.0,253.85,3693.08
13,2024-06-21,2024-06-07,2024-06-20,EMP-009,Nathan Brooks,Associate,Single,Yes,7115.38,0.0,7115.38,0.0,95.0,1423.08,441.15,103.17,0.0,218.44,266.83,4.98,2.0,2459.65,95.0,4560.73,441.15,103.17,0.0,0.0,42.69,213.46,285.0,587.01,8200.85
13,2024-06-21,2024-06-07,2024-06-20,EMP-010,Aiden Park,Associate,Single,Yes,6634.62,0.0,6634.62,0.0,95.0,1326.92,411.35,96.2,0.0,203.68,248.8,4.64,2.0,2293.59,95.0,4246.03,411.35,96.2,0.0,0.0,39.81,199.04,285.0,547.36,7666.02
13,2024-06-21,2024-06-07,2024-06-20,EMP-011,Maya Reyes,Associate,MFJ,Yes,6153.85,0.0,6153.85,0.0,228.0,1230.77,381.54,89.23,0.0,188.92,230.77,4.31,2.0,2127.54,228.0,3798.31,381.54,89.23,0.0,0.0,36.92,184.62,684.0,507.69,7530.16
13,2024-06-21,2024-06-07,2024-06-20,EMP-012,Tomas Aguilar,Associate,MFJ,Yes,5673.08,0.0,5673.08,0.0,228.0,1134.62,351.73,82.26,0.0,174.16,212.74,3.97,2.0,1961.48,228.0,3483.6,351.73,82.26,0.0,0.0,34.04,170.19,684.0,468.03,6995.3
13,2024-06-21,2024-06-07,2024-06-20,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
13,2024-06-21,2024-06-07,2024-06-20,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
13,2024-06-21,2024-06-07,2024-06-20,EMP-014,Catherine Mbeki,Of-Counsel,Single,Yes,8269.23,0.0,8269.23,0.0,95.0,1819.23,512.69,119.9,0.0,253.87,310.1,5.79,2.0,3023.58,95.0,5150.65,512.69,119.9,0.0,0.0,49.62,248.08,285.0,682.21,9484.52
13,2024-06-21,2024-06-07,2024-06-20,EMP-016,Rebecca Tanaka,Paralegal,MFJ,Yes,3538.46,0.0,3538.46,212.31,90.0,432.4,219.38,51.31,0.0,108.63,132.69,2.48,2.0,948.89,302.31,2287.26,219.38,51.31,0.0,0.0,21.23,106.15,270.0,291.92,4206.53
13,2024-06-21,2024-06-07,2024-06-20,EMP-017,Leon Beaumont,Paralegal,MFJ,Yes,3269.23,0.0,3269.23,0.0,216.0,425.0,202.69,47.4,0.0,100.37,122.6,2.29,2.0,902.35,216.0,2150.88,202.69,47.4,0.0,0.0,19.62,98.08,648.0,269.71,4285.02
13,2024-06-21,2024-06-07,2024-06-20,EMP-018,Sofia Delgado,Paralegal,MFJ,No,3000.0,0.0,3000.0,0.0,90.0,390.0,186.0,43.5,0.0,92.1,103.2,2.1,2.0,818.9,90.0,2091.1,186.0,43.5,0.0,0.0,18.0,90.0,270.0,247.5,3607.5
13,2024-06-21,2024-06-07,2024-06-20,EMP-019,Tasha Williams,Legal Assistant,Single,Yes,2615.38,0.0,2615.38,0.0,192.0,287.69,162.15,37.92,0.0,80.29,98.08,1.83,2.0,669.96,192.0,1753.42,162.15,37.92,0.0,0.0,15.69,78.46,576.0,215.76,3485.6
13,2024-06-21,2024-06-07,2024-06-20,EMP-020,Jenna Foster,Legal Assistant,HOH,Yes,2480.77,0.0,2480.77,248.08,80.0,245.6,153.81,35.97,0.0,76.16,93.03,1.74,2.0,608.31,328.08,1544.38,153.81,35.97,0.0,0.0,14.88,74.42,240.0,204.66,2999.85
13,2024-06-21,2024-06-07,2024-06-20,EMP-021,Maria Iglesias,Legal Assistant,Single,Yes,2346.15,0.0,2346.15,140.77,80.0,242.59,145.46,34.02,0.0,72.03,87.98,1.64,2.0,585.72,220.77,1539.66,145.46,34.02,0.0,0.0,14.08,70.38,240.0,193.56,2850.09
13,2024-06-21,2024-06-07,2024-06-20,EMP-022,Devin Russo,Legal Assistant,MFJ,Yes,2230.77,0.0,2230.77,178.46,80.0,225.75,138.31,32.35,0.0,68.48,83.65,1.56,2.0,552.1,258.46,1420.21,138.31,32.35,0.0,0.0,13.38,66.92,240.0,184.04,2721.73
13,2024-06-21,2024-06-07,2024-06-20,EMP-023,Linda Pemberton,Administrative,HOH,Yes,2384.62,0.0,2384.62,0.0,80.0,262.31,147.85,34.58,0.0,73.21,89.42,1.67,2.0,611.04,80.0,1693.58,147.85,34.58,0.0,0.0,14.31,71.54,240.0,196.74,2892.9
13,2024-06-21,2024-06-07,2024-06-20,EMP-024,Karen Yoshida,Administrative,Single,Yes,2000.0,0.0,2000.0,0.0,80.0,220.0,124.0,29.0,0.0,61.4,75.0,1.4,2.0,512.8,80.0,1407.2,124.0,29.0,0.0,0.0,12.0,60.0,240.0,165.0,2465.0
13,2024-06-21,2024-06-07,2024-06-20,EMP-025,Anthony Castellanos,Bookkeeper,Single,Yes,3076.92,0.0,3076.92,0.0,90.0,430.77,190.77,44.62,0.0,94.46,115.38,2.15,2.0,880.15,90.0,2106.77,190.77,44.62,0.0,0.0,18.46,92.31,270.0,253.85,3693.08
14,2024-07-03,2024-06-21,2024-07-04,EMP-009,Nathan Brooks,Associate,Single,Yes,7115.38,0.0,7115.38,0.0,95.0,1423.08,441.15,103.17,0.0,218.44,266.83,4.98,2.0,2459.65,95.0,4560.73,441.15,103.17,0.0,0.0,42.69,213.46,285.0,587.01,8200.85
14,2024-07-03,2024-06-21,2024-07-04,EMP-010,Aiden Park,Associate,Single,Yes,6634.62,0.0,6634.62,0.0,95.0,1326.92,411.35,96.2,0.0,203.68,248.8,4.64,2.0,2293.59,95.0,4246.03,411.35,96.2,0.0,0.0,39.81,199.04,285.0,547.36,7666.02
14,2024-07-03,2024-06-21,2024-07-04,EMP-011,Maya Reyes,Associate,MFJ,Yes,6153.85,0.0,6153.85,0.0,228.0,1230.77,381.54,89.23,0.0,188.92,230.77,4.31,2.0,2127.54,228.0,3798.31,381.54,89.23,0.0,0.0,36.92,184.62,684.0,507.69,7530.16
14,2024-07-03,2024-06-21,2024-07-04,EMP-012,Tomas Aguilar,Associate,MFJ,Yes,5673.08,0.0,5673.08,0.0,228.0,1134.62,351.73,82.26,0.0,174.16,212.74,3.97,2.0,1961.48,228.0,3483.6,351.73,82.26,0.0,0.0,34.04,170.19,684.0,468.03,6995.3
14,2024-07-03,2024-06-21,2024-07-04,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
14,2024-07-03,2024-06-21,2024-07-04,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
14,2024-07-03,2024-06-21,2024-07-04,EMP-014,Catherine Mbeki,Of-Counsel,Single,Yes,8269.23,0.0,8269.23,0.0,95.0,1819.23,512.69,119.9,0.0,253.87,310.1,5.79,2.0,3023.58,95.0,5150.65,512.69,119.9,0.0,0.0,49.62,248.08,285.0,682.21,9484.52
14,2024-07-03,2024-06-21,2024-07-04,EMP-016,Rebecca Tanaka,Paralegal,MFJ,Yes,3538.46,0.0,3538.46,212.31,90.0,432.4,219.38,51.31,0.0,108.63,132.69,2.48,2.0,948.89,302.31,2287.26,219.38,51.31,0.0,0.0,21.23,106.15,270.0,291.92,4206.53
14,2024-07-03,2024-06-21,2024-07-04,EMP-017,Leon Beaumont,Paralegal,MFJ,Yes,3269.23,0.0,3269.23,0.0,216.0,425.0,202.69,47.4,0.0,100.37,122.6,2.29,2.0,902.35,216.0,2150.88,202.69,47.4,0.0,0.0,19.62,98.08,648.0,269.71,4285.02
14,2024-07-03,2024-06-21,2024-07-04,EMP-018,Sofia Delgado,Paralegal,MFJ,No,3000.0,0.0,3000.0,0.0,90.0,390.0,186.0,43.5,0.0,92.1,103.2,2.1,2.0,818.9,90.0,2091.1,186.0,43.5,0.0,0.0,18.0,90.0,270.0,247.5,3607.5
14,2024-07-03,2024-06-21,2024-07-04,EMP-019,Tasha Williams,Legal Assistant,Single,Yes,2615.38,0.0,2615.38,0.0,192.0,287.69,162.15,37.92,0.0,80.29,98.08,1.83,2.0,669.96,192.0,1753.42,162.15,37.92,0.0,0.0,15.69,78.46,576.0,215.76,3485.6
14,2024-07-03,2024-06-21,2024-07-04,EMP-020,Jenna Foster,Legal Assistant,HOH,Yes,2480.77,0.0,2480.77,248.08,80.0,245.6,153.81,35.97,0.0,76.16,93.03,1.74,2.0,608.31,328.08,1544.38,153.81,35.97,0.0,0.0,14.88,74.42,240.0,204.66,2999.85
14,2024-07-03,2024-06-21,2024-07-04,EMP-021,Maria Iglesias,Legal Assistant,Single,Yes,2346.15,0.0,2346.15,140.77,80.0,242.59,145.46,34.02,0.0,72.03,87.98,1.64,2.0,585.72,220.77,1539.66,145.46,34.02,0.0,0.0,14.08,70.38,240.0,193.56,2850.09
14,2024-07-03,2024-06-21,2024-07-04,EMP-022,Devin Russo,Legal Assistant,MFJ,Yes,2230.77,0.0,2230.77,178.46,80.0,225.75,138.31,32.35,0.0,68.48,83.65,1.56,2.0,552.1,258.46,1420.21,138.31,32.35,0.0,0.0,13.38,66.92,240.0,184.04,2721.73
14,2024-07-03,2024-06-21,2024-07-04,EMP-023,Linda Pemberton,Administrative,HOH,Yes,2384.62,0.0,2384.62,0.0,80.0,262.31,147.85,34.58,0.0,73.21,89.42,1.67,2.0,611.04,80.0,1693.58,147.85,34.58,0.0,0.0,14.31,71.54,240.0,196.74,2892.9
14,2024-07-03,2024-06-21,2024-07-04,EMP-024,Karen Yoshida,Administrative,Single,Yes,2000.0,0.0,2000.0,0.0,80.0,220.0,124.0,29.0,0.0,61.4,75.0,1.4,2.0,512.8,80.0,1407.2,124.0,29.0,0.0,0.0,12.0,60.0,240.0,165.0,2465.0
14,2024-07-03,2024-06-21,2024-07-04,EMP-025,Anthony Castellanos,Bookkeeper,Single,Yes,3076.92,0.0,3076.92,0.0,90.0,430.77,190.77,44.62,0.0,94.46,115.38,2.15,2.0,880.15,90.0,2106.77,190.77,44.62,0.0,0.0,18.46,92.31,270.0,253.85,3693.08
15,2024-07-19,2024-07-05,2024-07-18,EMP-009,Nathan Brooks,Associate,Single,Yes,7115.38,0.0,7115.38,0.0,95.0,1423.08,441.15,103.17,0.0,218.44,266.83,4.98,2.0,2459.65,95.0,4560.73,441.15,103.17,0.0,0.0,42.69,213.46,285.0,587.01,8200.85
15,2024-07-19,2024-07-05,2024-07-18,EMP-010,Aiden Park,Associate,Single,Yes,6634.62,0.0,6634.62,0.0,95.0,1326.92,411.35,96.2,0.0,203.68,248.8,4.64,2.0,2293.59,95.0,4246.03,411.35,96.2,0.0,0.0,39.81,199.04,285.0,547.36,7666.02
15,2024-07-19,2024-07-05,2024-07-18,EMP-011,Maya Reyes,Associate,MFJ,Yes,6153.85,0.0,6153.85,0.0,228.0,1230.77,381.54,89.23,0.0,188.92,230.77,4.31,2.0,2127.54,228.0,3798.31,381.54,89.23,0.0,0.0,36.92,184.62,684.0,507.69,7530.16
15,2024-07-19,2024-07-05,2024-07-18,EMP-012,Tomas Aguilar,Associate,MFJ,Yes,5673.08,0.0,5673.08,0.0,228.0,1134.62,351.73,82.26,0.0,174.16,212.74,3.97,2.0,1961.48,228.0,3483.6,351.73,82.26,0.0,0.0,34.04,170.19,684.0,468.03,6995.3
15,2024-07-19,2024-07-05,2024-07-18,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
15,2024-07-19,2024-07-05,2024-07-18,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
15,2024-07-19,2024-07-05,2024-07-18,EMP-014,Catherine Mbeki,Of-Counsel,Single,Yes,8269.23,0.0,8269.23,0.0,95.0,1819.23,512.69,119.9,0.0,253.87,310.1,5.79,2.0,3023.58,95.0,5150.65,512.69,119.9,0.0,0.0,49.62,248.08,285.0,682.21,9484.52
15,2024-07-19,2024-07-05,2024-07-18,EMP-016,Rebecca Tanaka,Paralegal,MFJ,Yes,3538.46,0.0,3538.46,212.31,90.0,432.4,219.38,51.31,0.0,108.63,132.69,2.48,2.0,948.89,302.31,2287.26,219.38,51.31,0.0,0.0,21.23,106.15,270.0,291.92,4206.53
15,2024-07-19,2024-07-05,2024-07-18,EMP-017,Leon Beaumont,Paralegal,MFJ,Yes,3269.23,0.0,3269.23,0.0,216.0,425.0,202.69,47.4,0.0,100.37,122.6,2.29,2.0,902.35,216.0,2150.88,202.69,47.4,0.0,0.0,19.62,98.08,648.0,269.71,4285.02
15,2024-07-19,2024-07-05,2024-07-18,EMP-018,Sofia Delgado,Paralegal,MFJ,No,3000.0,0.0,3000.0,0.0,90.0,390.0,186.0,43.5,0.0,92.1,103.2,2.1,2.0,818.9,90.0,2091.1,186.0,43.5,0.0,0.0,18.0,90.0,270.0,247.5,3607.5
15,2024-07-19,2024-07-05,2024-07-18,EMP-019,Tasha Williams,Legal Assistant,Single,Yes,2615.38,0.0,2615.38,0.0,192.0,287.69,162.15,37.92,0.0,80.29,98.08,1.83,2.0,669.96,192.0,1753.42,162.15,37.92,0.0,0.0,15.69,78.46,576.0,215.76,3485.6
15,2024-07-19,2024-07-05,2024-07-18,EMP-020,Jenna Foster,Legal Assistant,HOH,Yes,2480.77,0.0,2480.77,248.08,80.0,245.6,153.81,35.97,0.0,76.16,93.03,1.74,2.0,608.31,328.08,1544.38,153.81,35.97,0.0,0.0,14.88,74.42,240.0,204.66,2999.85
15,2024-07-19,2024-07-05,2024-07-18,EMP-021,Maria Iglesias,Legal Assistant,Single,Yes,2346.15,0.0,2346.15,140.77,80.0,242.59,145.46,34.02,0.0,72.03,87.98,1.64,2.0,585.72,220.77,1539.66,145.46,34.02,0.0,0.0,14.08,70.38,240.0,193.56,2850.09
15,2024-07-19,2024-07-05,2024-07-18,EMP-022,Devin Russo,Legal Assistant,MFJ,Yes,2230.77,0.0,2230.77,178.46,80.0,225.75,138.31,32.35,0.0,68.48,83.65,1.56,2.0,552.1,258.46,1420.21,138.31,32.35,0.0,0.0,13.38,66.92,240.0,184.04,2721.73
15,2024-07-19,2024-07-05,2024-07-18,EMP-023,Linda Pemberton,Administrative,HOH,Yes,2384.62,0.0,2384.62,0.0,80.0,262.31,147.85,34.58,0.0,73.21,89.42,1.67,2.0,611.04,80.0,1693.58,147.85,34.58,0.0,0.0,14.31,71.54,240.0,196.74,2892.9
15,2024-07-19,2024-07-05,2024-07-18,EMP-024,Karen Yoshida,Administrative,Single,Yes,2000.0,0.0,2000.0,0.0,80.0,220.0,124.0,29.0,0.0,61.4,75.0,1.4,2.0,512.8,80.0,1407.2,124.0,29.0,0.0,0.0,12.0,60.0,240.0,165.0,2465.0
15,2024-07-19,2024-07-05,2024-07-18,EMP-025,Anthony Castellanos,Bookkeeper,Single,Yes,3076.92,0.0,3076.92,0.0,90.0,430.77,190.77,44.62,0.0,94.46,115.38,2.15,2.0,880.15,90.0,2106.77,190.77,44.62,0.0,0.0,18.46,92.31,270.0,253.85,3693.08
16,2024-08-02,2024-07-19,2024-08-01,EMP-009,Nathan Brooks,Associate,Single,Yes,7115.38,0.0,7115.38,0.0,95.0,1423.08,441.15,103.17,0.0,218.44,266.83,4.98,2.0,2459.65,95.0,4560.73,441.15,103.17,0.0,0.0,42.69,213.46,285.0,587.01,8200.85
16,2024-08-02,2024-07-19,2024-08-01,EMP-010,Aiden Park,Associate,Single,Yes,6634.62,0.0,6634.62,0.0,95.0,1326.92,411.35,96.2,0.0,203.68,248.8,4.64,2.0,2293.59,95.0,4246.03,411.35,96.2,0.0,0.0,39.81,199.04,285.0,547.36,7666.02
16,2024-08-02,2024-07-19,2024-08-01,EMP-011,Maya Reyes,Associate,MFJ,Yes,6153.85,0.0,6153.85,0.0,228.0,1230.77,381.54,89.23,0.0,188.92,230.77,4.31,2.0,2127.54,228.0,3798.31,381.54,89.23,0.0,0.0,36.92,184.62,684.0,507.69,7530.16
16,2024-08-02,2024-07-19,2024-08-01,EMP-012,Tomas Aguilar,Associate,MFJ,Yes,5673.08,0.0,5673.08,0.0,228.0,1134.62,351.73,82.26,0.0,174.16,212.74,3.97,2.0,1961.48,228.0,3483.6,351.73,82.26,0.0,0.0,34.04,170.19,684.0,468.03,6995.3
16,2024-08-02,2024-07-19,2024-08-01,EMP-013,Hannah Whitfield,Associate,MFJ,Yes,5192.31,0.0,5192.31,0.0,95.0,1038.46,321.92,75.29,0.0,159.4,194.71,3.63,2.0,1795.41,95.0,3301.9,321.92,75.29,0.0,0.0,31.15,155.77,285.0,428.36,6061.44
16,2024-08-02,2024-07-19,2024-08-01,EMP-015,Frederick Wagner,Of-Counsel,Single,No,9423.08,0.0,9423.08,0.0,228.0,2073.08,584.23,136.63,0.0,289.29,324.15,6.6,2.0,3415.98,228.0,5779.1,584.23,136.63,0.0,0.0,56.54,282.69,684.0,777.4,11167.17
